name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Bar,,Dicentrarchus labrax,,Moronidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Dicentrarchus labrax,,
Bar moucheté,,Dicentrarchus punctatus,,Moronidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Dicentrarchus punctatus,,
Mulet doré,,Liza aurata,,Mugilidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le mulet doré ou muge doré, Chelon auratus (anciennement Liza aurata), est une espèce de poissons marins de la famille des Mugilidae.",,
Mulet cabot,,Mugil cephalus,,Mugilidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Mulet/Muge à grosse tête, Mulet/Muge cabot, Muge céphale",,
Mulet porc,,Liza ramada,,Mugilidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Liza_ramada.jpg/120px-Liza_ramada.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Liza_ramada.jpg/120px-Liza_ramada.jpg,"Mulet porc, Mulet capiton, Mulet calusse",,
Mulet lippu,,Chelon labrosus,,Mugilidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Mavri_kefalb.jpg/120px-Mavri_kefalb.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Mavri_kefalb.jpg/120px-Mavri_kefalb.jpg,Le mulet lippu (Chelon labrosus) est une espèce de poissons marins de la famille des Mugilidae. Il est aussi appelé mulet à grosses lèvres.,,
Rouget de roche,,Mullus surmuletus,,Mullidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le rouget de roche ou rouget-barbet de roche (Mullus surmuletus) est une espèce de poissons marins, carnivore, se nourrissant surtout sur le fond,, de la famille des Mullidae.",,
Rouget de vase,,Mullus barbatus,,Mullidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Barbunyab.jpg/120px-Barbunyab.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Barbunyab.jpg/120px-Barbunyab.jpg,"Le Rouget de vase (Mullus barbatus) est une espèce de poissons marins de la famille des Mullidae, également appelé Barbet, ou Rouget barbet. Le nom vernaculaire Rouget barbet est aussi employé pour Mullus surmuletus.",,
Gonelle,,Pholis gunnellus,,Pholidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rock_gunnel.jpg/120px-Rock_gunnel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rock_gunnel.jpg/120px-Rock_gunnel.jpg,"La gonnelle (aussi orthographiée gonelle) ou Sigouine de roche, Pholis gunnellus, est une espèce de poissons marins appartenant à la famille des Pholidae.",,
Cernier commun,,Polyprion americanus,,Polyprionidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Polyprion_americanus.002_-_Aquarium_Finisterrae.jpg/120px-Polyprion_americanus.002_-_Aquarium_Finisterrae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Polyprion_americanus.002_-_Aquarium_Finisterrae.jpg/120px-Polyprion_americanus.002_-_Aquarium_Finisterrae.jpg,"Cernier commun, Cabot de Bosques, Mérou fanfré",,
